"フィーチャID","形状(WKT)","施設名称","所在地","診療科目","開設者分類","病床数","救急告示病院","災害拠点病院","期間開始日時","期間終了日時","作成者","作成日時","更新者","更新日時"
"8135","POINT(137.011546950616 35.0992882352738)","土井歯科医院","名古屋市緑区神の倉四丁目１４７","歯科、小児歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8136","POINT(136.864470359562 35.1445781292718)","土屋歯科","名古屋市中川区小本本町２丁目４５","歯科、小児歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8137","POINT(136.860108077049 35.1734094762713)","土屋歯科クリニック","名古屋市中村区藤江町３－１６５","歯科、小児歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8138","POINT(136.994640318077 35.1676822723593)","土川歯科医院","名古屋市名東区一社一丁目７８番地","歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8140","POINT(136.750436 35.1610678)","唐臼歯科医院","津島市唐臼町当理３５","歯科、小児歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8141","POINT(136.775321889801 35.1234013632143)","島崎歯科","海部郡蟹江町富吉三丁目２７１番地","歯科、小児歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8142","POINT(136.9950456 35.1071875)","島田が丘歯科","名古屋市天白区島田が丘４１３","歯科、小児歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8143","POINT(136.969230449983 35.1232818074362)","島田橋歯科","名古屋市天白区元八事二丁目110番地","歯科、小児歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8144","POINT(137.184513083416 34.9610231803156)","島田歯科医院　[小呂町]","岡崎市小呂町１丁目７６","歯科、小児歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8145","POINT(137.152803995693 34.9705457005383)","島田歯科医院　[日名中町]","岡崎市日名中町１７－３０","歯科、小児歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8146","POINT(137.139490030348 34.9624986325006)","島田歯科医院　[矢作町]","岡崎市矢作町尊所５５－４","歯科、小児歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8153","POINT(136.948035110707 34.9792095087845)","東浦よつば歯科","東浦町緒川三日狭間２番４９","歯科、小児歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8155","POINT(136.993176881764 35.1918729208323)","東浦歯科","名古屋市名東区猪子石原３－２０１","歯科、小児歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8160","POINT(137.097286927172 34.9866037770917)","東栄歯科医院","安城市東栄町五丁目３０－６","歯科、小児歯科、矯正歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8165","POINT(136.847090764761 35.1105978096387)","東海歯科","名古屋市港区当知一丁目１５０６","歯科、小児歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8166","POINT(137.1735178 34.94998264)","東海歯科醫院","岡崎市明大寺町出口４２番地１","歯科、小児歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8170","POINT(137.0324056 34.97721425)","東刈谷歯科医院","刈谷市松栄町３－１－３","歯","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8174","POINT(136.901973227777 35.1683089602468)","東京プラス歯科　矯正歯科　なごや市栄","名古屋市中区栄二丁目４番１０号","歯科、小児歯科、矯正歯科、歯科口腔外科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8175","POINT(137.0678646 35.21111871)","東京堂歯科","瀬戸市西原町1-83","歯科、小児歯科、矯正歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8180","POINT(136.973252 35.15868541)","東山デンタルクリニック","名古屋市千種区東山通５丁目８９番地の１","歯科、小児歯科、矯正歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8181","POINT(136.936023710988 35.1751491600545)","東山歯科","名古屋市千種区豊年町20-11","歯科、小児歯科、歯科口腔外科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8182","POINT(136.9679612 35.16253147)","東山通歯科クリニック","名古屋市千種区東山通２－１５－１","歯科、矯正歯科、小児歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8184","POINT(136.914809958096 35.1718429698125)","東新歯科医院","名古屋市東区東桜二丁目１１－１８","歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8185","POINT(137.4113145 34.76578855)","東田いしはら・デンタルクリニック","豊橋市東郷町７０番地","歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8186","POINT(136.9363368 35.29787543)","東田中高木歯科","小牧市大字小牧原新田1801-19","歯科、小児歯科、矯正歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8194","POINT(136.998557911451 35.1763803827711)","東名歯科クリニック","名古屋市名東区社口一丁目511","歯科、矯正歯科、小児歯科、歯科口腔外科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8195","POINT(136.9829962 35.26660119)","東野歯科医院","春日井市東野町2-16-6","歯","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8198","POINT(137.366234818781 34.7532747483729)","東脇デンタルクリニック","豊橋市東脇三丁目２２－４","歯科、小児歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8205","POINT(137.044071818344 35.1104116654077)","桃沢歯科医院","東郷町和合ケ丘2-9-1","歯","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8210","POINT(136.845873229822 35.1142663376835)","当知歯科","名古屋市港区明正一丁目２２７番","歯科、小児歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8211","POINT(136.920331777197 34.834174273713)","筒井歯科医院","武豊町大字東大高字浦之島34-1","歯科、矯正歯科、歯科口腔外科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8221","POINT(137.022701965996 35.1822736129935)","藤が丘デンタルクリニック","名古屋市名東区藤が丘１７１番地","歯科、歯科口腔外科、小児歯科、矯正歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8224","POINT(136.909374494754 35.2319804754458)","藤デンタルクリニック","名古屋市北区大我麻町１６７－１","歯科、小児歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8226","POINT(136.953328371716 35.1808498396484)","藤井・こすが歯科","名古屋市千種区鍋屋上野町東脇１０３３－２","歯科、小児歯科、矯正歯科、歯科口腔外科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8228","POINT(136.9838889 35.0824707)","藤井歯科医院","名古屋市緑区篭山２－１２２８","歯科、小児歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8229","POINT(136.983903 35.13056966)","藤井歯科医院","名古屋市天白区植田西2-2109","歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8230","POINT(136.893792061947 35.167169051193)","藤井歯科医院","名古屋市中区栄一丁目３番３号","歯科、小児歯科、矯正歯科、歯科口腔外科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8231","POINT(137.370864 34.81764267)","藤井歯科医院","豊川市四ツ谷町２丁目8-1、8-2","歯科、小児歯科、歯科口腔外科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8232","POINT(137.2006184 34.6132744)","藤井歯科医院","田原市赤羽根町西瀬古64","歯科、歯科口腔外科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8233","POINT(137.094951485687 34.9550935287869)","藤井歯科医院","安城市法連町１８－１０","歯科、矯正歯科、小児歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8240","POINT(136.979868374627 35.0922913484649)","藤原歯科","名古屋市緑区滝ノ水一丁目1010","歯科、矯正歯科、小児歯科、歯科口腔外科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8241","POINT(137.1499382 34.90699761)","藤原歯科医院","岡崎市福岡町下荒追６","歯科、小児歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8243","POINT(137.0364074 35.28617671)","藤山台かわだ歯科医院","春日井市藤山台10-21-1","歯科、小児歯科、矯正歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8246","POINT(137.385 34.76068576)","藤城歯科医院","豊橋市西小田原町７５","歯科、小児歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8247","POINT(137.011331930681 35.1786040795245)","藤森やすだ歯科","名古屋市名東区藤森二丁目190","歯科、小児歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8248","POINT(136.9548991 35.1823763)","藤正歯科医院","名古屋市千種区天満通１－５","歯科、小児歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8250","POINT(136.988763 34.98583442)","藤村歯科","刈谷市広小路６－６２","歯","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8252","POINT(136.9902366 35.12828885)","藤谷歯科","名古屋市天白区植田3-711","歯科、小児歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8254","POINT(136.900568129211 35.2036309697779)","藤田デンタルクリニック","名古屋市北区平手町一丁目２０番地１","歯科、小児歯科、矯正歯科、歯科口腔外科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8261","POINT(136.8819672 35.09700412)","藤田歯科医院","名古屋市港区浜１丁目２－１６","歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8262","POINT(137.0311632 34.80477214)","藤田歯科医院","西尾市一色町対米七古新田１０","歯","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8266","POINT(136.8881191 35.26881973)","藤島歯科医院","小牧市藤島町梵天83","歯","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8270","POINT(136.8403064 35.16665842)","藤本歯科クリニック","名古屋市中村区稲葉地町4－51－2","歯科、小児歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8271","POINT(136.9089585 35.3258365)","藤本歯科医院","丹羽郡大口町伝右2-47","歯科、小児歯科、矯正歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8272","POINT(137.0888875 35.2233081)","藤本歯科医院","瀬戸市陶原町4-11","歯科、小児歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8277","POINT(136.903441517931 35.1659029951977)","透正堂歯科・矯正歯科　名古屋栄院","名古屋市中区栄三丁目１１番１６号","歯科、小児歯科、歯科口腔外科、矯正歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8278","POINT(137.0909169 35.22371419)","陶原歯科","瀬戸市陶原町2-7","歯科、小児歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8283","POINT(137.2288639 34.83100694)","徳永歯科医院","蒲郡市上本町７－１６","歯","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8285","POINT(136.972459229068 35.2656760636085)","徳丸歯科","春日井市南下原町5-4-1","歯科、小児歯科、矯正歯科、歯科口腔外科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8287","POINT(136.999799319261 35.0942016817928)","徳重ガーデン歯科","名古屋市緑区元徳重一丁目５０５","歯科、小児歯科、矯正歯科、歯科口腔外科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8295","POINT(136.924649509798 35.2303759740513)","徳倉歯科口腔外科・矯正歯科","名古屋市北区三軒町１４６番地","歯科、歯科口腔外科、矯正歯科、小児歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8297","POINT(136.787055590482 35.287299389625)","徳田歯科医院","一宮市大和町苅安賀山王１１の２","歯科、小児歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8366","POINT(137.157790419576 34.895721316997)","特別養護老人ホーム「なのはな苑」歯科診療所","岡崎市福岡町字四反田２６","歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8564","POINT(136.9572114 35.08759931)","内田歯科医院","名古屋市緑区鳴海町字薬師山７５－２","歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8565","POINT(137.3965722 34.82335729)","内田歯科医院","豊川市豊川栄町85　ﾄｷﾜﾋﾞﾙ2F","歯科、小児歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8566","POINT(136.7258981 35.17208253)","内田歯科医院","津島市南本町３－２７","歯科、小児歯科、歯科口腔外科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8567","POINT(136.7485851 35.19529839)","内田歯科医院","愛西市勝幡町下市場２４４０","歯科、小児歯科、矯正歯科、歯科口腔外科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8570","POINT(137.413181 34.842146)","内藤歯科","豊川市麻生田町大荒古2の1","歯科、小児歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8571","POINT(136.9549251 35.01015842)","内藤歯科","大府市江端町3丁目10花井ﾋﾞﾙ2F","歯科、矯正歯科、歯科口腔外科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8574","POINT(136.890315570581 35.1726606325194)","内堀歯科医院","名古屋市中村区那古野１－４７－１","歯科、小児歯科、矯正歯科、歯科口腔外科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8576","POINT(136.9130187 34.97293945)","南イダ歯科","東海市加木屋町丸根19-32","歯科、小児歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8583","POINT(136.9182216 35.07399631)","南医療生活協同組合みなみ歯科診療所","名古屋市南区鳴浜町５－１０","歯科、小児歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8585","POINT(136.9271713 35.26942728)","南外山堀井歯科","小牧市大字南外山162-3","歯科、小児歯科、矯正歯科、歯科口腔外科、小児矯正歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8590","POINT(136.947337907586 35.0556000085278)","南生協よってって横丁　生協えきまえ歯科","名古屋市緑区南大高二丁目７０１番地","歯科、小児歯科、矯正歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8596","POINT(137.0388114 35.00360308)","南陽歯科医院","知立市堀切３－２３","歯","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8597","POINT(136.901495055165 35.0997013921056)","南陽通歯科クリニック","名古屋市南区南陽通６丁目1-5","歯科、小児歯科、矯正歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8602","POINT(136.9410579 35.29167426)","二重堀歯科","小牧市大字二重堀232-1","歯科、小児歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8604","POINT(137.007606271272 35.0633261512756)","二村台交差点歯科","豊明市二村台4丁目1-1 第1ｸﾞﾘｰﾝﾊｲﾂ 101号","歯科、小児歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8605","POINT(137.0113133 35.07001006)","二村台歯科医院","豊明市二村台7-20-2","歯科、小児歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8608","POINT(136.9119477 35.23608615)","二反田歯科医院","名古屋市北区新沼町１４３","歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8614","POINT(136.7668092 35.1659259)","日光川歯科","津島市百島町丸田５８番地１","歯科、小児歯科、矯正歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8615","POINT(136.9572548 35.00521267)","日高歯科医院","大府市月見町5丁目256","歯","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8616","POINT(136.9153678 34.87843424)","日新デンタルクリニック","半田市青山2-25-6","歯","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8617","POINT(137.0212666 35.1249328)","日進あじさい歯科","日進市浅田町西前田13-7","歯科、小児歯科、矯正歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8623","POINT(137.040371013653 35.1329729871208)","日進市役所前つばさ歯科・矯正歯科","日進市蟹甲町池下251-1","歯科、小児歯科、矯正歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8624","POINT(137.022294756646 35.1187199051778)","日進赤池たんぽぽ歯科","日進市赤池町箕ノ手１番地","小児歯科、歯科口腔外科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8625","POINT(136.9469293 35.16084418)","日進通デンタルクリニック","名古屋市千種区日進通３－１３－２","歯科、小児歯科、歯科口腔外科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8627","POINT(136.906295349277 35.1679039462792)","日生歯科診療所","名古屋市中区栄三丁目４番２１号","歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8628","POINT(136.8512435 34.95712348)","日長台歯科医院","知多市日長字高峰脇1-105","歯科、小児歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8631","POINT(136.913443692915 35.1772889596454)","日比歯科医院","名古屋市東区泉一丁目７－６","歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8637","POINT(137.0507916 35.21918876)","日比野歯科クリニツク","尾張旭市東栄町1-8-1","歯科、小児歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8638","POINT(136.883441480781 35.1739066116233)","日比野歯科医院","名古屋市中村区名駅二丁目３６－６","歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8639","POINT(136.910937675816 35.168714062841)","日本オーラルクリニック","名古屋市中区栄四丁目２-２９","歯科、歯科口腔外科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8651","POINT(137.1512394 34.9659047)","日名あおば歯科","岡崎市日名本町１－８・１－９","歯科、矯正歯科、小児歯科、歯科口腔外科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8654","POINT(136.8137467 35.29987088)","日野歯科医院","一宮市白旗通１－２","歯科、小児歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8658","POINT(136.999481240436 35.1809709096559)","入江クリニック","名古屋市名東区文教台二丁目５０１番地","矯正歯科、歯科口腔外科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8665","POINT(137.0809212 35.22989909)","波多野歯科医院","瀬戸市東松山町136","歯科、小児歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8666","POINT(136.943360901918 35.1672857452759)","馬場歯科医院","名古屋市千種区春岡一丁目2の10","歯科、小児歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8669","POINT(136.894980815317 35.1987484828084)","馬渕歯科医院","名古屋市西区城北町二丁目84番地２","歯科、小児歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8672","POINT(136.875830364967 35.1942628128386)","梅兼歯科","名古屋市西区枇杷島４－２４－１９","歯科、矯正歯科、小児歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8675","POINT(137.2471529 34.81454027)","梅村歯科医院","蒲郡市三谷町港町通り３６","歯科、小児歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8678","POINT(136.8992382 35.34483527)","柏森歯科クリニック","丹羽郡扶桑町大字柏森字西前303","歯科、小児歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8679","POINT(137.1193304 34.97151897)","柏木歯科","岡崎市宇頭町山の神４０－１","歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8683","POINT(136.887386948297 35.1016919074934)","白井歯科医院","名古屋市港区港陽一丁目９番１４号","歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8684","POINT(137.384546476705 34.766278296096)","白井歯科医院","豊橋市松葉町二丁目５７","歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8685","POINT(137.3748628 34.75506605)","白井歯科医院","豊橋市羽根井西町３－７","歯科、小児歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8686","POINT(137.3904112 34.82183485)","白岩歯科医院","豊川市中央通２丁目32","歯","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8689","POINT(136.92134389013 35.1657296142497)","白山歯科クリニック","名古屋市中区新栄二丁目３０－１６","歯科、小児歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8693","POINT(136.9693444 35.213333)","白沢歯科クリニック","名古屋市守山区白沢町１２０","歯科、小児歯科、矯正歯科、歯科口腔外科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8695","POINT(137.052993320222 35.1098094616302)","白鳥スワン歯科・矯正歯科","東郷町白鳥2-2-1","歯科、小児歯科、矯正歯科、歯科口腔外科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8700","POINT(137.024378122823 35.1022316058989)","白土歯科医院","東郷町春木白土39-2 和合ショップ2階","歯","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8706","POINT(136.962763766217 34.9139169504832)","畑中歯科医院","半田市亀崎町6-1","歯科、小児歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8709","POINT(137.059976101774 34.9938753953537)","八ッ田ファミリー歯科医院","知立市八ツ田町一丁目２番地１","歯","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8710","POINT(136.704522522687 35.2064463139874)","八開歯科医院","愛西市二子町定納２３６－１","歯","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8717","POINT(136.961392531671 35.1360735100838)","八事高島歯科医院","名古屋市天白区八事天道１０２番地","歯科、小児歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8721","POINT(136.840231186797 35.1501828095724)","八社歯科医院","名古屋市中村区八社二丁目１０２","歯科、小児歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8722","POINT(136.855639524934 35.1476822047268)","八田すこやか歯科","名古屋市中川区万町2409番地","歯科、矯正歯科、小児歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8726","POINT(137.5080295 34.86012587)","八名歯科クリニック","新城市富岡字半原田４９－６１","歯科、小児歯科、歯科口腔外科、矯正歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8727","POINT(137.3840592 34.81720512)","八木歯科医院","豊川市金塚町２丁目63番地","歯","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8731","POINT(136.912824564323 35.205016878228)","鳩岡歯科医院","名古屋市北区鳩岡町１－１－１","歯科、小児歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8734","POINT(136.8063563 35.3226378)","伴歯科医院","一宮市西島町３－５２","歯科、小児歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8736","POINT(137.0540855 34.7982506)","判治歯科医院","西尾市吉良町吉田西川畔３６","歯科、小児歯科、矯正歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8739","POINT(136.926142017298 34.8927382020136)","半田駅前歯科","半田市更生町1丁目121-7","歯科、小児歯科、矯正歯科、歯科口腔外科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8744","POINT(136.933947451327 34.8865691510647)","半田歯科医療センタ－","半田市港町1-62","歯","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8750","POINT(136.8425977 35.13469184)","板津歯科医院","名古屋市中川区打中２丁目１１２","歯科、小児歯科、矯正歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8758","POINT(137.015057335261 35.1429129784762)","飯田歯科","名古屋市名東区梅森坂２－１０９","歯科、小児歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"8759","POINT(136.937693685309 35.1967705956266)","飯田歯科医院","名古屋市北区山田町三丁目６２","歯科、小児歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
